,id,slice,all,background,spleen,rightKidney,leftKidney,gallbladder,esophagus,liver,stomach,aorta,inferiorVenaCava,portalVeinAndSplenicVein,pancreas,rightAdrenalFland,leftAdrenalGland
131,0,131,191844,159863,7980,0,0,0,529,18312,3468,814,878,0,0,0,0
132,0,132,191844,163850,7599,0,0,0,639,14616,2974,852,1314,0,0,0,0
133,0,133,191844,170656,7433,0,0,0,598,8425,2465,839,1428,0,0,0,0
134,0,134,191844,174939,7046,0,0,0,471,5202,1823,882,1481,0,0,0,0
135,0,135,191844,179342,6532,0,0,0,434,2071,932,954,1579,0,0,0,0
136,0,136,191844,183167,5790,0,0,0,388,0,0,915,1584,0,0,0,0
137,0,137,191844,184220,5042,0,0,0,348,0,0,830,1404,0,0,0,0
138,0,138,191844,185420,3985,0,0,0,401,0,0,859,1179,0,0,0,0
139,0,139,191844,186916,2767,0,0,0,338,0,0,865,958,0,0,0,0
140,0,140,191844,188235,1462,0,0,0,335,0,0,835,977,0,0,0,0
141,0,141,191844,189680,0,0,0,0,373,0,0,835,956,0,0,0,0
142,0,142,191844,189853,0,0,0,0,353,0,0,819,819,0,0,0,0
143,0,143,191844,190105,0,0,0,0,337,0,0,814,588,0,0,0,0
144,0,144,191844,190057,0,0,0,0,308,0,0,811,668,0,0,0,0
145,0,145,191844,190202,0,0,0,0,267,0,0,784,591,0,0,0,0
146,0,146,191844,190191,0,0,0,0,303,0,0,715,635,0,0,0,0
147,1,0,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,1,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1,2,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,3,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,4,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1,5,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1,6,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1,7,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,8,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1,9,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1,10,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1,11,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,12,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1,13,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,14,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1,15,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,16,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1,17,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1,18,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1,19,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,20,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1,21,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,22,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1,23,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1,24,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1,25,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1,26,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,27,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,28,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1,29,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,30,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1,31,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1,32,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,33,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1,34,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,35,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1,36,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,37,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1,38,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1,39,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1,40,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1,41,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1,42,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1,43,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1,44,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1,45,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1,46,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1,47,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1,48,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1,49,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,50,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1,51,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1,52,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,53,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1,54,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1,55,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1,56,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,57,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1,58,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1,59,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1,60,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1,61,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,62,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,63,223729,223729,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1,64,223729,222996,0,0,0,0,0,0,0,0,733,0,0,0,0
212,1,65,223729,223048,0,0,0,0,0,0,0,0,681,0,0,0,0
213,1,66,223729,222985,0,0,0,0,0,0,0,0,744,0,0,0,0
214,1,67,223729,222624,0,0,0,0,0,0,0,376,729,0,0,0,0
215,1,68,223729,222697,0,0,0,0,0,0,0,322,710,0,0,0,0
216,1,69,223729,222748,0,0,0,0,0,0,0,317,664,0,0,0,0
217,1,70,223729,222766,0,0,0,0,0,0,0,279,684,0,0,0,0
218,1,71,223729,222782,0,0,0,0,0,0,0,304,643,0,0,0,0
219,1,72,223729,222743,0,0,0,0,0,0,0,328,658,0,0,0,0
220,1,73,223729,222542,0,189,0,0,0,0,0,297,701,0,0,0,0
221,1,74,223729,222096,0,663,0,0,0,0,0,289,681,0,0,0,0
222,1,75,223729,221778,0,980,0,0,0,0,0,310,661,0,0,0,0
223,1,76,223729,221386,0,1354,0,0,0,0,0,325,664,0,0,0,0
224,1,77,223729,221131,0,1655,0,0,0,0,0,289,654,0,0,0,0
225,1,78,223729,220276,0,2012,0,0,0,497,0,298,646,0,0,0,0
226,1,79,223729,219701,0,2241,0,0,0,859,0,312,616,0,0,0,0
227,1,80,223729,219164,0,2467,0,0,0,1164,0,303,631,0,0,0,0
228,1,81,223729,218443,0,2623,243,0,0,1499,0,319,602,0,0,0,0
229,1,82,223729,217831,0,2662,594,0,0,1748,0,287,607,0,0,0,0
230,1,83,223729,216793,0,2796,911,0,0,2362,0,284,583,0,0,0,0
231,1,84,223729,216089,0,2898,1194,0,0,2676,0,328,544,0,0,0,0
232,1,85,223729,215408,0,2980,1439,0,0,3047,0,304,551,0,0,0,0
233,1,86,223729,214671,0,2858,1706,136,0,3528,0,286,544,0,0,0,0
234,1,87,223729,212760,0,2773,1974,384,0,4106,878,311,543,0,0,0,0
235,1,88,223729,211281,0,2829,2024,605,0,4610,1442,356,582,0,0,0,0
236,1,89,223729,209685,0,2641,2279,778,0,5133,2178,287,529,0,219,0,0
237,1,90,223729,207787,0,2396,2241,824,0,6153,3081,317,534,0,396,0,0
238,1,91,223729,206474,0,2485,2355,946,0,6337,3669,308,540,0,615,0,0
239,1,92,223729,205462,0,2583,2275,1083,0,6864,3850,346,518,0,748,0,0
240,1,93,223729,204873,0,2499,2282,901,0,7451,4127,313,533,0,750,0,0
241,1,94,223729,204232,0,2356,2262,872,0,8265,4163,352,539,0,688,0,0
242,1,95,223729,203491,0,2244,2237,823,0,9008,4302,323,573,0,728,0,0
243,1,96,223729,202802,0,2140,2315,651,0,9751,4400,315,471,0,884,0,0
244,1,97,223729,201624,0,1801,2559,621,0,10587,4499,309,770,0,959,0,0
245,1,98,223729,201322,0,1387,2819,431,0,11719,4087,311,680,0,973,0,0
246,1,99,223729,200988,0,1065,3111,391,0,12446,3713,298,650,0,976,91,0
247,1,100,223729,200917,0,622,3159,282,0,13268,3361,335,617,162,872,134,0
248,1,101,223729,199988,0,252,3265,248,0,14334,3103,335,664,388,879,132,141
249,1,102,223729,199251,0,0,3300,197,0,15250,2931,320,763,582,766,189,180
250,1,103,223729,198547,0,0,3146,179,0,16300,2475,328,737,594,915,308,200
251,1,104,223729,198135,0,0,2922,0,0,17450,2162,322,688,490,1138,165,257
252,1,105,223729,197003,226,0,2861,0,0,18024,2223,395,801,426,1328,184,258
253,1,106,223729,195636,647,0,2578,0,0,18724,2272,405,815,577,1491,269,315
254,1,107,223729,193797,1723,0,2196,0,0,19219,2349,402,768,871,1825,353,226
255,1,108,223729,192197,2668,0,1872,0,0,19915,2463,370,764,767,2128,292,293
256,1,109,223729,190944,3431,0,1554,0,0,20388,2460,407,738,855,2378,277,297
257,1,110,223729,189301,4040,0,1214,0,0,21108,2834,437,652,763,2810,247,323
258,1,111,223729,189416,4463,0,852,0,0,21839,2816,373,599,520,2520,89,242
259,1,112,223729,189144,4536,0,529,0,0,22147,3084,417,766,391,2535,0,180
260,1,113,223729,188733,4609,0,189,0,0,22152,4127,448,717,1107,1458,0,189
261,1,114,223729,188487,4956,0,0,0,0,22266,4558,452,662,1050,1147,0,151
262,1,115,223729,187585,5198,0,0,0,0,22301,5750,477,731,873,749,0,65
263,1,116,223729,188776,4894,0,0,0,0,21827,5970,457,707,618,480,0,0
264,1,117,223729,189594,4545,0,0,0,0,21560,6338,491,663,538,0,0,0
265,1,118,223729,190172,4347,0,0,0,0,21579,6193,510,597,331,0,0,0
266,1,119,223729,190990,3798,0,0,0,0,21375,6250,487,598,231,0,0,0
267,1,120,223729,192638,3226,0,0,0,0,21144,5654,490,577,0,0,0,0
268,1,121,223729,194285,2732,0,0,0,0,20856,4817,511,528,0,0,0,0
269,1,122,223729,195756,2287,0,0,0,0,20782,3903,479,522,0,0,0,0
270,1,123,223729,197876,1674,0,0,0,0,19780,3334,456,609,0,0,0,0
271,1,124,223729,199927,963,0,0,0,427,19089,2358,460,505,0,0,0,0
272,1,125,223729,202959,98,0,0,0,270,17983,1472,481,466,0,0,0,0
273,1,126,223729,206297,0,0,0,0,277,16188,0,465,502,0,0,0,0
274,1,127,223729,208791,0,0,0,0,227,13716,0,509,486,0,0,0,0
275,1,128,223729,211839,0,0,0,0,190,10612,0,502,586,0,0,0,0
276,1,129,223729,215440,0,0,0,0,197,6966,0,511,615,0,0,0,0
277,1,130,223729,219048,0,0,0,0,204,3392,0,478,607,0,0,0,0
278,1,131,223729,221367,0,0,0,0,226,1092,0,477,567,0,0,0,0
279,1,132,223729,222503,0,0,0,0,242,0,0,492,492,0,0,0,0
280,1,133,223729,222564,0,0,0,0,226,0,0,474,465,0,0,0,0
281,1,134,223729,222527,0,0,0,0,224,0,0,468,510,0,0,0,0
282,1,135,223729,222500,0,0,0,0,262,0,0,471,496,0,0,0,0
283,1,136,223729,222516,0,0,0,0,200,0,0,511,502,0,0,0,0
284,1,137,223729,222471,0,0,0,0,209,0,0,491,558,0,0,0,0
285,1,138,223729,222557,0,0,0,0,209,0,0,485,478,0,0,0,0
286,2,0,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
287,2,1,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
288,2,2,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2,3,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2,4,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
291,2,5,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
292,2,6,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
293,2,7,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2,8,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
295,2,9,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
296,2,10,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2,11,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
298,2,12,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
299,2,13,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2,14,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
301,2,15,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2,16,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
303,2,17,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
304,2,18,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2,19,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2,20,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
307,2,21,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
308,2,22,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
309,2,23,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2,24,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2,25,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,26,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
313,2,27,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
314,2,28,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2,29,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2,30,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
317,2,31,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2,32,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
319,2,33,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2,34,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
321,2,35,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2,36,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
323,2,37,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
324,2,38,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
325,2,39,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
326,2,40,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2,41,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
328,2,42,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
329,2,43,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
330,2,44,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
331,2,45,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
332,2,46,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
333,2,47,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
334,2,48,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
335,2,49,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
336,2,50,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2,51,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2,52,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2,53,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2,54,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
341,2,55,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2,56,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
343,2,57,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2,58,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2,59,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
346,2,60,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
347,2,61,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2,62,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
349,2,63,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
350,2,64,346921,346921,0,0,0,0,0,0,0,0,0,0,0,0,0
